#Zubaydu/Zubidu, arc, transcription, ../iip-texts-master/epidoc-files/idum0001.xml
Ἱλαρίου, grc, transcription, ../iip-texts-master/epidoc-files/elus0002.xml
Ἱλαρία, grc, transcription, ../iip-texts-master/epidoc-files/hamm0035.xml
Ἱου, grc, transcription, ../iip-texts-master/epidoc-files/farj0002.xml
Ἱωάννους, grc, transcription, ../iip-texts-master/epidoc-files/evro0007.xml
Ἱέριος, grc, transcription, ../iip-texts-master/epidoc-files/hamm0055.xml
Ἴκουβος, grc, transcription, ../iip-texts-master/epidoc-files/beth0094.xml
Ἴουν, grc, transcription, ../iip-texts-master/epidoc-files/beth0001.xml
Ἴσακος, grc, transcription, ../iip-texts-master/epidoc-files/beth0098.xml
Ἷς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0312.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0054.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0092.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0159.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0164.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0191.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0195.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0210.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0214.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0216.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0218.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0220.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0221.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0225.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0226.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0244.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0306.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0307.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0308.xml
ὀ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0345.xml
ὀΘεός, grc, transcription, ../iip-texts-master/epidoc-files/zoor0264.xml
ὀγδoηκοστοῦ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0052.xml
ὀγδηκστ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0052.xml
ὀγδοηκοσ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0067.xml
ὀγδόη, grc, transcription, ../iip-texts-master/epidoc-files/zoor0355.xml
ὀδὶς, grc, transcription, ../iip-texts-master/epidoc-files/elus0059.xml
ὀθ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0241.xml
ὀθά, grc, transcription, ../iip-texts-master/epidoc-files/zoor0087.xml
ὀθάνατος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0144.xml
ὀθάνατος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0209.xml
ὀθάνατος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0239.xml
ὀθονιακοῦ, grc, transcription, ../iip-texts-master/epidoc-files/beth0190.xml
ὀθόνοτος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0281.xml
ὀθάνατος, grc, transcription, ../iip-texts-master/epidoc-files/beth0059.xml
ὀκταβαρίων, grc, transcription, ../iip-texts-master/epidoc-files/caes0109.xml
ὀκτώ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0033.xml
ὀκτώ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0183.xml
ὀκτὼ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0339.xml
ὀν, grc, transcription, ../iip-texts-master/epidoc-files/zoor0022.xml
ὀν, grc, transcription, ../iip-texts-master/epidoc-files/zoor0101.xml
ὀν, grc, transcription, ../iip-texts-master/epidoc-files/zoor0239.xml
ὀνάματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0154.xml
ὀνάματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0165.xml
ὀνάματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0187.xml
ὀναγοῖς, grc, transcription, ../iip-texts-master/epidoc-files/masa0772.xml
ὀνο, grc, transcription, ../iip-texts-master/epidoc-files/zoor0156.xml
ὀνοηατος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0201.xml
ὀντοῦ, grc, transcription, ../iip-texts-master/epidoc-files/rams0003.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0152.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0174.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0175.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0184.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0190.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0204.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0249.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0309.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0344.xml
ὀνό, grc, transcription, ../iip-texts-master/epidoc-files/zoor0345.xml
ὀνόμ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0141.xml
ὀνόμ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0202.xml
ὀνόμ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0231.xml
ὀνόμ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0241.xml
ὀνόμ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0311.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0082.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0093.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0136.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0147.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0158.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0167.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0182.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0197.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0208.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0228.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0259.xml
ὀνόμα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0304.xml
ὀνόματ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0016.xml
ὀνόματ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0214.xml
ὀνόματoς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0215.xml
ὀνόματoς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0216.xml
ὀνόματι, grc, transcription, ../iip-texts-master/epidoc-files/bshe0024.xml
ὀνόματι, grc, transcription, ../iip-texts-master/epidoc-files/zoor0260.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0019.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0037.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0054.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0074.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0075.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0078.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0094.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0095.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0096.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0098.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0099.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0104.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0105.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0106.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0107.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0109.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0110.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0111.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0112.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0113.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0114.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0115.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0120.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0122.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0123.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0126.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0132.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0135.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0140.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0143.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0144.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0146.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0148.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0149.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0150.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0153.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0155.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0160.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0162.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0165.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0169.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0170.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0171.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0172.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0173.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0176.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0178.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0179.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0183.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0185.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0187.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0189.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0192.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0196.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0198.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0200.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0201.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0205.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0210.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0218.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0219.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0221.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0222.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0224.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0225.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0227.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0230.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0232.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0233.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0234.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0235.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0236.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0237.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0238.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0240.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0243.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0244.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0245.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0246.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0247.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0248.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0250.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0251.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0252.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0255.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0256.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0257.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0258.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0262.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0276.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0283.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0284.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0286.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0291.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0292.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0307.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0308.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0310.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0312.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0317.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0330.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0332.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0333.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0334.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0335.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0338.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0339.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0340.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0341.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0343.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0346.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0355.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0356.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0357.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0367.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0369.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0371.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0372.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0376.xml
ὀνόματοςκαὶκα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0282.xml
ὀνόματοςἐτῶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0139.xml
ὀνόματοσς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0203.xml
ὀνόματϛος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0199.xml
ὀνόμο, grc, transcription, ../iip-texts-master/epidoc-files/zoor0244.xml
ὀνόμοτος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0240.xml
ὀνότος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0155.xml
ὀνώματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0242.xml
ὀνώματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0257.xml
ὀνὀματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0119.xml
ὀνόματα, grc, transcription, ../iip-texts-master/epidoc-files/caes0134.xml
ὀνόματος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0370.xml
ὀνόματοςκαὶ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0336.xml
ὀποθ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0279.xml
ὀποθα, grc, transcription, ../iip-texts-master/epidoc-files/zoor0103.xml
ὀποθο, grc, transcription, ../iip-texts-master/epidoc-files/zoor0070.xml
ὀποθον, grc, transcription, ../iip-texts-master/epidoc-files/zoor0049.xml
ὀποθονόν, grc, transcription, ../iip-texts-master/epidoc-files/zoor0281.xml
ὀποθονόντος, grc, transcription, ../iip-texts-master/epidoc-files/zoor0100.xml
ὀρθωδόξους, grc, transcription, ../iip-texts-master/epidoc-files/caes0040.xml
ὀρομόνιον, grc, transcription, ../iip-texts-master/epidoc-files/rams0003.xml
ὀρφαντροφίῳ, grc, transcription, ../iip-texts-master/epidoc-files/caes0065.xml
ὀρχιστὴς, grc, transcription, ../iip-texts-master/epidoc-files/hamm0006.xml
ὀσπρεοπωλῶν, grc, transcription, ../iip-texts-master/epidoc-files/caes0109.xml
ὀστοφάγος, grc, transcription, ../iip-texts-master/epidoc-files/jeru0054.xml
ὀστᾶ, grc, transcription, ../iip-texts-master/epidoc-files/caes0200.xml
ὀστῶν, grc, transcription, ../iip-texts-master/epidoc-files/beth0131.xml
ὀυδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0207.xml
ὀυδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0217.xml
ὀυδείς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0218.xml
ὀυδὶς, grc, transcription, ../iip-texts-master/epidoc-files/zoor0044.xml
ὀφειλόμενον, grc, transcription, ../iip-texts-master/epidoc-files/caes0026.xml
ὀφφικιαλίου, grc, transcription, ../iip-texts-master/epidoc-files/zoor0004.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/akas0002.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/beth0081.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/beth0093.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/beth0131.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/beth0164.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/beth0165.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/birs0006.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0011.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0022.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0023.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0024.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/bshe0103.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0057.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0086.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0129.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0133.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0134.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0158.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/caes0245.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/carm0002.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/eins0001.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/elus0030.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/elus0040.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/elus0051.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/evro0009.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/fakh0004.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/haif0003.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/haif0008.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/haif0017.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0002.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0003.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0004.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0009.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0018.xml
ὁ, , transcription, ../iip-texts-master/epidoc-files/hamm0021.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0027.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0048.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0052.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0054.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hamm0067.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/hmti0004.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/jeru0310.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/narr0003.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/rafi0002.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/rafi0004.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/sama0100.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/sena0001.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/tibe0006.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0028.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0033.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0036.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0071.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0142.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0154.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0156.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0162.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0196.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0197.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0219.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0224.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0226.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0227.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0229.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0231.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0234.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0235.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0237.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0238.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0240.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0241.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0242.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0246.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0247.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0248.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0250.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0251.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0252.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0255.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0257.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0260.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0261.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0262.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0263.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0264.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0305.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0306.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0309.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0310.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0312.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0323.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0346.xml
ὁ, grc, transcription, ../iip-texts-master/epidoc-files/zoor0359.xml
ὁλά, grc, transcription, ../iip-texts-master/epidoc-files/zoor0145.xml
ὁλοχρυσὸς, grc, transcription, ../iip-texts-master/epidoc-files/hamm0015.xml
ὁμ, grc, transcription, ../iip-texts-master/epidoc-files/beth0028.xml
ὁμολογίας, grc, transcription, ../iip-texts-master/epidoc-files/zoor0262.xml
ὁπάντωνΔε, grc, transcription, ../iip-texts-master/epidoc-files/zoor0253.xml
ὁσιάτητι, grc, transcription, ../iip-texts-master/epidoc-files/zoor0095.xml
ὁσιωτάτου, grc, transcription, ../iip-texts-master/epidoc-files/jeru0310.xml
ὁσιότε, grc, transcription, ../iip-texts-master/epidoc-files/zoor0061.xml
ὁσιότη, grc, transcription, ../iip-texts-master/epidoc-files/zoor0022.xml
ὁσιότη, grc, transcription, ../iip-texts-master/epidoc-files/zoor0089.xml
ὁσιότητι, grc, transcription, ../iip-texts-master/epidoc-files/zoor0061.xml
ὁσιότητι, grc, transcription, ../iip-texts-master/epidoc-files/zoor0366.xml
ὁσιότητι, grc, transcription, ../iip-texts-master/epidoc-files/zoor0369.xml
ὁσία, grc, transcription, ../iip-texts-master/epidoc-files/beth0038.xml
ὁσία, grc, transcription, ../iip-texts-master/epidoc-files/beth0159.xml
